=== P(Delay) ===
Delay,proportion
0,0.5545577076029463
1,0.4454422923970537


=== P(Delay | Airline) ===
Airline,0,1
9E,0.6023397466885817,0.39766025331141835
AA,0.6115297003679692,0.38847029963203084
AS,0.6607096155522623,0.3392903844477378
B6,0.5329615724381626,0.46703842756183744
CO,0.4338005492944408,0.5661994507055592
DL,0.549524122087299,0.450475877912701
EV,0.5977915162777401,0.4022084837222599
F9,0.5509603469640645,0.44903965303593557
FL,0.6987084073558362,0.30129159264416383
HA,0.6798135532448907,0.3201864467551094
MQ,0.6519054773937987,0.34809452260620133
OH,0.7227236737925574,0.2772763262074426
OO,0.5471007283002348,0.4528992716997652
UA,0.6760925449871465,0.32390745501285345
US,0.6640289855072464,0.33597101449275363
WN,0.30224130418610584,0.6977586958138942
XE,0.6210563516031613,0.37894364839683864
YV,0.7570856102003642,0.2429143897996357


=== P(Delay | AirportFrom) ===
AirportFrom,0,1
ABE,0.6783625730994152,0.3216374269005848
ABI,0.8483412322274881,0.15165876777251186
ABQ,0.5087531261164702,0.49124687388352983
ABR,0.5,0.5
ABY,0.7471264367816092,0.25287356321839083
ACT,0.7166666666666667,0.2833333333333333
ACV,0.46959459459459457,0.5304054054054054
ACY,0.7419354838709677,0.25806451612903225
ADK,0.4444444444444444,0.5555555555555556
ADQ,0.6785714285714286,0.32142857142857145
AEX,0.7342657342657343,0.26573426573426573
AGS,0.639751552795031,0.36024844720496896
ALB,0.5793901156677181,0.4206098843322818
AMA,0.516597510373444,0.483402489626556
ANC,0.6824789594491201,0.3175210405508799
ASE,0.611353711790393,0.388646288209607
ATL,0.5761560567795873,0.4238439432204128
ATW,0.7063492063492064,0.29365079365079366
AUS,0.5665024630541872,0.43349753694581283
AVL,0.596244131455399,0.40375586854460094
AVP,0.5678391959798995,0.4321608040201005
AZO,0.7448559670781894,0.2551440329218107
BDL,0.5644736842105263,0.4355263157894737
BET,0.4523809523809524,0.5476190476190477
BFL,0.6594202898550725,0.34057971014492755
BGM,0.5540540540540541,0.44594594594594594
BGR,0.5,0.5
BHM,0.5449886104783599,0.4550113895216401
BIL,0.7352941176470589,0.2647058823529412
BIS,0.5555555555555556,0.4444444444444444
BKG,0.7833333333333333,0.21666666666666667
BLI,0.6538461538461539,0.34615384615384615
BMI,0.5728395061728395,0.4271604938271605
BNA,0.47507466115322766,0.5249253388467724
BOI,0.4859271523178808,0.5140728476821192
BOS,0.6056785676448776,0.39432143235512235
BQK,0.7471264367816092,0.25287356321839083
BQN,0.5766423357664233,0.4233576642335766
BRO,0.7632850241545893,0.23671497584541062
BRW,0.45588235294117646,0.5441176470588235
BTM,0.65,0.35
BTR,0.7303523035230353,0.2696476964769648
BTV,0.5889101338432122,0.4110898661567878
BUF,0.522703818369453,0.47729618163054693
BUR,0.4555193292966931,0.544480670703307
BWI,0.4267367192060712,0.5732632807939287
BZN,0.7298050139275766,0.27019498607242337
CAE,0.6442166910688141,0.3557833089311859
CAK,0.6073781291172595,0.3926218708827404
CDC,0.509090909090909,0.4909090909090909
CDV,0.7719298245614035,0.22807017543859648
CEC,0.5113636363636364,0.48863636363636365
CHA,0.7024793388429752,0.2975206611570248
CHO,0.7586206896551724,0.2413793103448276
CHS,0.6871896722939425,0.3128103277060576
CIC,0.5916666666666667,0.4083333333333333
CID,0.6519916142557652,0.3480083857442348
CLD,0.5950920245398773,0.4049079754601227
CLE,0.5828977629103074,0.4171022370896927
CLL,0.6774193548387096,0.3225806451612903
CLT,0.5884307913410581,0.41156920865894187
CMH,0.5434700790365073,0.45652992096349265
CMI,0.6871508379888268,0.3128491620111732
CMX,0.6935483870967742,0.3064516129032258
COD,0.6236559139784946,0.3763440860215054
COS,0.6411251212415131,0.3588748787584869
COU,0.6853932584269663,0.3146067415730337
CPR,0.6988636363636364,0.30113636363636365
CRP,0.7460087082728593,0.2539912917271408
CRW,0.5754475703324808,0.42455242966751916
CSG,0.7039106145251397,0.29608938547486036
CVG,0.6125743415463042,0.3874256584536958
CWA,0.5886524822695035,0.41134751773049644
CYS,0.7741935483870968,0.22580645161290322
DAB,0.562962962962963,0.43703703703703706
DAL,0.28400208441896824,0.7159979155810318
DAY,0.680064308681672,0.319935691318328
DBQ,0.6666666666666666,0.3333333333333333
DCA,0.6828785522409162,0.31712144775908385
DEN,0.5246182532883132,0.47538174671168676
DFW,0.6023742890674371,0.397625710932563
DHN,0.7627118644067796,0.23728813559322035
DLH,0.625,0.375
DRO,0.697594501718213,0.3024054982817869
DSM,0.6304761904761905,0.36952380952380953
DTW,0.5204019488428745,0.47959805115712545
EAU,0.6179775280898876,0.38202247191011235
ECP,0.6948275862068966,0.30517241379310345
EGE,0.6807692307692308,0.3192307692307692
EKO,0.5172413793103449,0.4827586206896552
ELM,0.5961538461538461,0.40384615384615385
ELP,0.5632563256325632,0.4367436743674367
ERI,0.6216216216216216,0.3783783783783784
EUG,0.5465393794749404,0.45346062052505964
EVV,0.7342857142857143,0.26571428571428574
EWN,0.7702702702702703,0.22972972972972974
EWR,0.5099762224749302,0.49002377752506976
EYW,0.6190476190476191,0.38095238095238093
FAI,0.6261398176291794,0.3738601823708207
FAR,0.6163265306122448,0.3836734693877551
FAT,0.6127703398558187,0.38722966014418125
FAY,0.6923076923076923,0.3076923076923077
FCA,0.7267080745341615,0.2732919254658385
FLG,0.8812785388127854,0.1187214611872146
FLL,0.5438264163940072,0.45617358360599275
FLO,0.3888888888888889,0.6111111111111112
FNT,0.5638051044083526,0.4361948955916473
FSD,0.6286266924564797,0.3713733075435203
FSM,0.8271604938271605,0.1728395061728395
FWA,0.6681514476614699,0.33184855233853006
GCC,0.6209677419354839,0.3790322580645161
GEG,0.5481132075471699,0.4518867924528302
GFK,0.5970873786407767,0.4029126213592233
GGG,0.7419354838709677,0.25806451612903225
GJT,0.7484008528784648,0.2515991471215352
GNV,0.6237113402061856,0.37628865979381443
GPT,0.7131474103585658,0.2868525896414343
GRB,0.6524953789279113,0.34750462107208874
GRK,0.6966292134831461,0.30337078651685395
GRR,0.6315270935960591,0.36847290640394087
GSO,0.653272101033295,0.3467278989667049
GSP,0.620253164556962,0.379746835443038
GTF,0.7074829931972789,0.2925170068027211
GTR,0.8524590163934426,0.14754098360655737
GUC,0.6631578947368421,0.3368421052631579
GUM,0.4,0.6
HDN,0.6835443037974683,0.31645569620253167
HLN,0.6413793103448275,0.3586206896551724
HNL,0.680511899416255,0.31948810058374494
